Keyword,URL,Position08/08/2014,Trend08/01/2014,Tags,Title,Universal Search Integrations,Search Volume,Traffic Index,CPC,,,Pos. - Google USA English
groupon,www.groupon.com/,1,0,brand,"Groupon: Deals on Restaurants, Fitness, Travel, Shopping ...",news,3259166,868096,0.06,,,
groupon chicago,www.groupon.com/local/chicago,1,0,brand,Chicago Deals - Best Deals &amp; Coupons in Chicago | Groupon,"video,news",45750,12184,0.18,,,
groupon chicago,www.groupon.com/travel/chicago/hotels,2,0,brand,Chicago Hotels - Deals in Chicago | Groupon,"video,news",45750,1104,0.18,,,
groupon chicago,www.groupon.com/deals/amazing-chicago-s-funhouse-maze-on-navy-pier,3,0,brand,Amazing Chicago's Funhouse Maze 312-595-5375 - Groupon,"video,news",45750,880,0.18,,,
groupons,www.groupon.com/,1,0,brand,"Groupon: Deals on Restaurants, Fitness, Travel, Shopping ...",news,40427,10768,0.05,,,
restaurants,www.groupon.com/local/restaurants,13,1,"cat: food & drink,top: restaurants",Restaurants - Deals &amp; Coupons | Groupon,"images,news",1689416,7304,1.29,,,
groupon las vegas,www.groupon.com/local/las-vegas,1,0,brand,Las Vegas Deals - Best Deals &amp; Coupons in Las ... - Groupon,video,25852,6884,0.21,,,
groupon las vegas,www.groupon.com/travel/las-vegas/hotels,2,0,brand,Las Vegas Hotels - Deals in Las Vegas | Groupon,video,25852,624,0.21,,,
groupon las vegas,www.groupon.com/deals/las-vegas-club-crawl-5,3,0,brand,Las Vegas Club Crawl Deal of the Day | Groupon,video,25852,496,0.21,,,
groupon atlanta,www.groupon.com/local/atlanta,1,0,brand,Atlanta Deals - Best Deals &amp; Coupons in Atlanta | Groupon,,21683,5772,0.13,,,
groupon atlanta,www.groupon.com/biz/atlanta/georgia-aquarium,2,0,brand,"Georgia Aquarium - Atlanta, GA | Groupon",,21683,524,0.13,,,
groupon atlanta,www.groupon.com/biz/atlanta/atlanta-rocks,3,0,brand,"Atlanta Rocks Intown - Atlanta, GA | Groupon",,21683,416,0.13,,,
group on,www.groupon.com/,1,0,brand,"Groupon: Deals on Restaurants, Fitness, Travel, Shopping ...",,20691,5508,0.2,,,
groupon nyc,www.groupon.com/local/new-york-city,1,0,brand,New York City | Groupon,,38880,5500,0.07,,,
groupon nyc,www.groupon.com/local/new-york,2,0,brand,New York Deals - Best Deals &amp; Coupons in New ... - Groupon,,38880,1984,0.07,,,
groupon nyc,www.groupon.com/travel/new-york-city/hotels,3,0,brand,New York City - Groupon,,38880,1488,0.07,,,
